DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,PrevalenceID,Source,PrevalenceTypeID,PrevalenceTypeName,QualificationID,QualificationName,PrevalenceClassID,PrevalenceClassName,ValMoy,GeographicID,GeographicName,ValidationStatusID,ValidationStatusName
17610,166073,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166073,Pontocerebellar hypoplasia type 6,Malformation syndrome,Disorder,8332,25809939[PMID],23697,Cases/families,23718,Case(s),,,10.0,23844,Worldwide,25958,Validated
17610,166073,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166073,Pontocerebellar hypoplasia type 6,Malformation syndrome,Disorder,8333,ORPHANET_25809939[PMID],23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,34,12110740[PMID]_18008091[PMID]_11562417[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.75,23844,Worldwide,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,35,[EXPERT],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.5,23795,Europe,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,36,1018302[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.31,24369,France,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,37,3921756[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.59,24418,Germany,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,38,9610798[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,2.1,25475,United Kingdom,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,39,9918480[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.52,23949,Australia,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,10555,European Medicines Agency 2014[INST],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,1.5,23795,Europe,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,12192,975942[PMID]_27102039[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.87,24264,Denmark,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,12193,25274184[PMID]_27102039[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.38,25335,Sweden,25958,Validated
11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,Cystinosis,Disease,Disorder,12218,1937486[PMID]_25274184[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,1.6,23851,Specific population,25958,Validated
17613,166084,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166084,Von Willebrand disease type 2A,Clinical subtype,Subtype of disorder,8336,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
12,333,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=333,Farber disease,Disease,Disorder,40,29048419[PMID],23697,Cases/families,23718,Case(s),,,96.0,23844,Worldwide,25958,Validated
12,333,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=333,Farber disease,Disease,Disorder,41,ORPHANET_29048419[PMID],23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
17612,166081,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166081,Von Willebrand disease type 2,Clinical subtype,Subtype of disorder,8335,PMID: 30306084,23669,Point prevalence,23704,Class only,23739,1-9 / 1 000 000,0.935,23844,Worldwide,25958,Validated
13,349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=349,Fucosidosis,Disease,Disorder,42,36082656[PMID],23697,Cases/families,23718,Case(s),,,161.0,23844,Worldwide,25958,Validated
13,349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=349,Fucosidosis,Disease,Disorder,44,36082656[PMID]_ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25958,Validated
13,349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=349,Fucosidosis,Disease,Disorder,12207,25274184[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.1,25335,Sweden,25958,Validated
13,349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=349,Fucosidosis,Disease,Disorder,17450,27706744[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.63,24243,Cuba,25958,Validated
17615,166090,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166090,Von Willebrand disease type 2M,Clinical subtype,Subtype of disorder,8338,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,45,ORPHANET,23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.8,23795,Europe,25965,Not yet validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,46,14685153[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.17,25090,Portugal,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,47,11953730[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.83,24607,Italy,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,48,10480370[PMID]_10482961[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,2.25,24936,Netherlands,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,49,20490927[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.37,24257,Czech Republic,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,50,22133539[PMID],23683,Prevalence at birth,23711,Value and class,23732,1-5 / 10 000,11.5,23956,Austria,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,51,9738873[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,2.5,25482,United States,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,52,9918480[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.68,23949,Australia,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,53,3106710[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,2.0,24166,China,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,54,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,12215,25274184[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.72,25335,Sweden,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,16961,33239050[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,2.3,24600,Israel,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,16962,33239050[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,4.8,23851,Specific population,25958,Validated
14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,Glycogen storage disease due to acid maltase deficiency,Disease,Disorder,14791,European Medicines Agency 2018[INST],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,3.0,23795,Europe,25958,Validated
17614,166087,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166087,Von Willebrand disease type 2B,Clinical subtype,Subtype of disorder,8337,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
15,366,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=366,Glycogen storage disease due to glycogen debranching enzyme deficiency,Disease,Disorder,55,9412782[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,1.0,25482,United States,25958,Validated
15,366,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=366,Glycogen storage disease due to glycogen debranching enzyme deficiency,Disease,Disorder,56,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25958,Validated
17616,166093,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166093,Von Willebrand disease type 2N,Clinical subtype,Subtype of disorder,8339,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
17,368,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=368,Glycogen storage disease due to muscle glycogen phosphorylase deficiency,Disease,Disorder,59,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
17,368,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=368,Glycogen storage disease due to muscle glycogen phosphorylase deficiency,Disease,Disorder,17880,29143597[PMID]_ORPHANET,23669,Point prevalence,23711,Value and class,23739,1-9 / 1 000 000,0.035,25293,Spain,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,8340,30306084[PMID]_33780098[PMID]_ORPHANET,23669,Point prevalence,23711,Value and class,23739,1-9 / 1 000 000,0.1865,23844,Worldwide,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16651,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.037,23956,Austria,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16652,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.24,24362,Finland,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16653,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.016,24369,France,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16654,PMID: 6609712,23683,Prevalence at birth,23711,Value and class,23760,<1 / 1 000 000,0.044,24439,Greece,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16655,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.16,24600,Israel,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16656,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.055,24607,Italy,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16657,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.037,24936,Netherlands,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16658,PMID: 6609712,23669,Point prevalence,23711,Value and class,23739,1-9 / 1 000 000,0.25,25006,Norway,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16659,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.022,25090,Portugal,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16660,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.011,25293,Spain,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16661,PMID: 6609712,23669,Point prevalence,23711,Value and class,23739,1-9 / 1 000 000,0.312,25335,Sweden,25958,Validated
17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,Von Willebrand disease type 3,Clinical subtype,Subtype of disorder,16662,PMID: 6609712,23669,Point prevalence,23711,Value and class,23760,<1 / 1 000 000,0.027,25475,United Kingdom,25958,Validated
16,367,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=367,Glycogen storage disease due to glycogen branching enzyme deficiency,Disease,Disorder,57,23285490[PMID],23683,Prevalence at birth,23711,Value and class,23739,1-9 / 1 000 000,0.1,23844,Worldwide,25965,Not yet validated
16,367,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=367,Glycogen storage disease due to glycogen branching enzyme deficiency,Disease,Disorder,58,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
19,371,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=371,Glycogen storage disease due to muscle phosphofructokinase deficiency,Disease,Disorder,61,18421897[PMID],23697,Cases/families,23718,Case(s),,,100.0,23844,Worldwide,25958,Validated
19,371,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=371,Glycogen storage disease due to muscle phosphofructokinase deficiency,Disease,Disorder,62,ORPHANET_18421897[PMID],23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
17619,166105,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166105,FASTKD2-related infantile mitochondrial encephalomyopathy,Disease,Disorder,8341,18771761[PMID]_28499982[PMID],23697,Cases/families,23718,Case(s),,,3.0,23844,Worldwide,25958,Validated
17619,166105,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166105,FASTKD2-related infantile mitochondrial encephalomyopathy,Disease,Disorder,8342,ORPHANET_18771761[PMID]_28499982[PMID],23669,Point prevalence,23704,Class only,23760,<1 / 1 000 000,0.0,23844,Worldwide,25958,Validated
18,369,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369,Glycogen storage disease due to liver glycogen phosphorylase deficiency,Disease,Disorder,60,ORPHANET,23669,Point prevalence,23704,Class only,23774,Unknown,0.0,23844,Worldwide,25965,Not yet validated
18,369,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369,Glycogen storage disease due to liver glycogen phosphorylase deficiency,Disease,Disorder,16955,33239050[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,2.3,24600,Israel,25958,Validated
18,369,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369,Glycogen storage disease due to liver glycogen phosphorylase deficiency,Disease,Disorder,16956,33239050[PMID],23683,Prevalence at birth,23711,Value and class,23746,1-9 / 100 000,4.8,23851,Specific population,25958,Validated
21,447,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447,Paroxysmal nocturnal hemoglobinuria,Disease,Disorder,64,34060690[PMID],23676,Annual incidence,23711,Value and class,23739,1-9 / 1 000 000,0.35,25475,United Kingdom,25958,Validated
21,447,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447,Paroxysmal nocturnal hemoglobinuria,Disease,Disorder,65,34060690[PMID],23669,Point prevalence,23711,Value and class,23746,1-9 / 100 000,3.81,25475,United Kingdom,25958,Validated
